"Year","Month","DayofMonth","DayOfWeek","DepTime","CRSDepTime","ArrTime","CRSArrTime","UniqueCarrier","FlightNum","TailNum","ActualElapsedTime","CRSElapsedTime","AirTime","ArrDelay","DepDelay","Origin","Dest","Distance","TaxiIn","TaxiOut","Cancelled","CancellationCode","Diverted","CarrierDelay","WeatherDelay","NASDelay","SecurityDelay","LateAircraftDelay"
2005,12,24,6,1630,1630,1800,1756,"UA",199,"N808UA",90,86,72,4,0,"SFO","SAN",447,3,15,0,"",0,0,0,0,0,0
2008,8,19,2,1823,1825,2357,10,"CO",782,"N71411",214,225,201,-13,-2,"SFO","IAH",1635,6,7,0,"",0,NA,NA,NA,NA,NA
2006,1,26,4,625,630,916,929,"UA",1506,"N446UA",111,119,87,-13,-5,"SFO","PHX",651,5,19,0,"",0,0,0,0,0,0
2008,6,14,6,754,800,1602,1636,"B6",640,"N561JB",308,336,288,-34,-6,"SFO","JFK",2586,8,12,0,"",0,NA,NA,NA,NA,NA
2007,12,31,1,658,700,1508,1523,"CO",349,"N77295",310,323,278,-15,-2,"SFO","EWR",2565,10,22,0,"",0,0,0,0,0,0
2007,7,21,6,1058,1046,1642,1618,"UA",478,"N826UA",224,212,189,24,12,"SFO","DFW",1464,10,25,0,"",0,0,0,12,0,12
2006,6,24,6,1935,1905,2033,2003,"OO",6240,"N294SW",58,58,42,30,30,"SFO","RDD",199,3,13,0,"",0,30,0,0,0,0
2005,1,15,6,1119,1052,1719,1654,"UA",372,"N836UA",240,242,212,25,27,"SFO","MSY",1911,6,22,0,"",0,25,0,0,0,0
2008,2,8,5,1112,1121,1647,1640,"UA",274,"N822UA",215,199,189,7,-9,"SFO","SAT",1482,6,20,0,"",0,NA,NA,NA,NA,NA
2008,1,1,2,1932,1930,2012,2015,"OO",5564,"N218SW",40,45,20,-3,2,"SFO","SMF",86,4,16,0,"",0,NA,NA,NA,NA,NA
2006,2,13,1,1642,1345,101,2216,"AA",194,"N5DYAA",319,331,297,165,177,"SFO","BOS",2704,10,12,0,"",0,0,11,0,0,154
2005,11,17,4,1851,1840,2042,2038,"OO",6242,"N293SW",111,118,93,4,11,"SFO","RDM",462,2,16,0,"",0,0,0,0,0,0
2008,1,13,7,742,745,908,912,"UA",36,"N371UA",86,87,70,-4,-3,"SFO","SAN",447,3,13,0,"",0,NA,NA,NA,NA,NA
2007,10,12,5,1554,1410,1710,1545,"WN",1005,"N479WN",76,95,65,85,104,"SFO","SAN",447,2,9,0,"",0,2,0,0,0,83
2008,4,11,5,856,900,1727,1742,"DL",1,"N3747D",331,342,308,-15,-4,"SFO","JFK",2586,11,12,0,"",0,NA,NA,NA,NA,NA
2007,7,13,5,1904,1903,2027,2022,"OO",5663,"N220SW",83,79,64,5,1,"SFO","SBA",262,5,14,0,"",0,0,0,0,0,0
2008,8,7,4,933,920,1106,1045,"WN",723,"N326SW",93,85,75,21,13,"SFO","SAN",447,7,11,0,"",0,2,0,8,0,11
2005,1,17,1,1545,1545,1629,1625,"OO",6470,"N701SK",44,40,24,4,0,"SFO","SMF",86,5,15,0,"",0,0,0,0,0,0
2008,1,23,3,1032,900,1930,1748,"DL",1,"N394DA",358,348,318,102,92,"SFO","JFK",2586,25,15,0,"",0,92,0,10,0,0
2007,3,18,7,1225,1207,1342,1335,"UA",1165,"N559UA",77,88,57,7,18,"SFO","LAX",337,10,10,0,"",0,0,0,0,0,0
2007,5,21,1,1146,1136,1308,1305,"UA",886,"N822UA",82,89,56,3,10,"SFO","LAX",337,11,15,0,"",0,0,0,0,0,0
2008,7,6,7,1045,1045,1707,1705,"AA",1544,"N4XPAA",262,260,225,2,0,"SFO","ORD",1846,8,29,0,"",0,NA,NA,NA,NA,NA
2008,1,24,4,1524,1446,1644,1614,"OO",6026,"N768SK",80,88,62,30,38,"SFO","SNA",372,4,14,0,"",0,0,0,0,0,30
2008,6,11,3,916,920,1044,1045,"WN",723,"N649SW",88,85,69,-1,-4,"SFO","SAN",447,4,15,0,"",0,NA,NA,NA,NA,NA
2008,8,24,7,1341,1315,1908,1855,"AA",1144,"N5EAAA",207,220,180,13,26,"SFO","DFW",1464,5,22,0,"",0,NA,NA,NA,NA,NA
2008,4,4,5,2310,2230,726,645,"AA",18,"N332AA",316,315,285,41,40,"SFO","JFK",2586,8,23,0,"",0,40,0,1,0,0
2008,7,30,3,735,730,1019,1020,"OO",3906,"N816SK",104,110,85,-1,5,"SFO","SLC",599,5,14,0,"",0,NA,NA,NA,NA,NA
2006,7,7,5,1350,1358,1533,1520,"UA",1163,"N454UA",103,82,57,13,-8,"SFO","LAX",337,9,37,0,"",0,0,0,0,0,0
2008,11,2,7,NA,915,NA,1000,"OO",5655,"N234SW",NA,45,NA,NA,NA,"SFO","SMF",86,NA,NA,1,"A",0,NA,NA,NA,NA,NA
2007,9,25,2,1533,1539,1648,1656,"OO",5573,"N295SW",75,77,61,-8,-6,"SFO","SBA",262,4,10,0,"",0,0,0,0,0,0
2007,3,2,5,740,740,1556,1605,"CO",1049,"N29124",316,325,296,-9,0,"SFO","EWR",2565,5,15,0,"",0,0,0,0,0,0
2007,11,18,7,1731,1635,2316,2240,"AA",554,"N434AA",225,245,201,36,56,"SFO","ORD",1846,6,18,0,"",0,0,0,0,0,36
2005,2,5,6,744,755,1552,1613,"UA",16,"N518UA",308,318,291,-21,-11,"SFO","JFK",2586,4,13,0,"",0,0,0,0,0,0
2008,12,9,2,1119,1031,1650,1558,"UA",478,"N829UA",211,207,190,52,48,"SFO","DFW",1464,7,14,0,"",0,25,0,4,0,23
2005,6,20,1,2349,2345,555,547,"AA",1608,"N438AA",246,242,225,8,4,"SFO","ORD",1846,5,16,0,"",0,0,0,0,0,0
2007,10,3,3,1411,1359,1535,1517,"OO",6397,"N718SK",84,78,51,18,12,"SFO","ONT",363,3,30,0,"",0,0,0,0,0,18
2006,7,1,6,842,832,931,926,"OO",6336,"N753SK",49,54,30,5,10,"SFO","RNO",192,4,15,0,"",0,0,0,0,0,0
2008,6,19,4,1115,1116,1237,1232,"OO",6396,"N957SW",82,76,52,5,-1,"SFO","BUR",326,5,25,0,"",0,NA,NA,NA,NA,NA
2006,3,22,3,1359,1359,2111,2127,"DL",886,"N831MH",252,268,235,-16,0,"SFO","ATL",2139,8,9,0,"",0,0,0,0,0,0
2005,9,11,7,1808,1810,1929,1934,"OO",6434,"N965SW",81,84,66,-5,-2,"SFO","EUG",451,5,10,0,"",0,0,0,0,0,0
2005,9,24,6,858,900,1102,1113,"AS",563,"N779AS",124,133,106,-11,-2,"SFO","SEA",679,5,13,0,"",0,0,0,0,0,0
2006,3,26,7,842,845,1215,1221,"UA",53,"N775UA",333,336,319,-6,-3,"SFO","KOA",2367,3,11,0,"",0,0,0,0,0,0
2005,1,25,2,920,922,1003,1004,"OO",6224,"N229SW",43,42,23,-1,-2,"SFO","MRY",77,3,17,0,"",0,0,0,0,0,0
2007,4,1,7,1244,1249,1346,1344,"UA",1168,"N309UA",62,55,36,2,-5,"SFO","RNO",192,5,21,0,"",0,0,0,0,0,0
2008,11,13,4,1138,1059,1218,1152,"OO",5741,"N582SW",40,53,23,26,39,"SFO","MOD",78,3,14,0,"",0,0,0,0,0,26
2006,10,4,3,931,937,1050,1100,"OO",6215,"N295UX",79,83,60,-10,-6,"SFO","SBA",262,3,16,0,"",0,0,0,0,0,0
2005,1,8,6,2157,2200,540,614,"AA",18,"N339AA",283,314,260,-34,-3,"SFO","JFK",2586,13,10,0,"",0,0,0,0,0,0
2008,12,23,2,2010,1859,2305,2156,"OO",6352,"N412SW",115,117,89,69,71,"SFO","TUS",751,4,22,0,"",0,0,0,0,0,69
2007,5,29,2,1021,940,1115,1046,"OO",6198,"N568SW",54,66,42,29,41,"SFO","RDD",199,3,9,0,"",0,0,0,0,0,29
2007,11,4,7,626,635,1225,1245,"AA",562,"N4XJAA",239,250,218,-20,-9,"SFO","ORD",1846,5,16,0,"",0,0,0,0,0,0
2008,6,13,5,952,952,1848,1811,"UA",120,"N801UA",356,319,301,37,0,"SFO","IAD",2419,5,50,0,"",0,0,0,37,0,0
2006,1,24,2,NA,2320,NA,516,"UA",158,"000000",NA,236,NA,NA,NA,"SFO","ORD",1846,0,0,1,"A",0,0,0,0,0,0
2008,1,5,6,1634,1600,2033,1944,"UA",65,"N597UA",359,344,337,49,34,"SFO","LIH",2447,5,17,0,"",0,34,0,15,0,0
2006,6,6,2,1156,1144,1259,1245,"OO",6255,"N292UX",63,61,38,14,12,"SFO","FAT",158,5,20,0,"",0,0,0,0,0,0
2008,7,21,1,2235,2220,648,646,"UA",52,"N464UA",313,326,287,2,15,"SFO","EWR",2565,10,16,0,"",0,NA,NA,NA,NA,NA
2008,2,2,6,1134,1041,1228,1147,"OO",5446,"N294SW",54,66,40,41,53,"SFO","SBP",191,3,11,0,"",0,0,0,0,0,41
2008,10,19,7,1725,1735,1903,1918,"UA",544,"N854UA",98,103,77,-15,-10,"SFO","PDX",550,5,16,0,"",0,NA,NA,NA,NA,NA
2007,11,1,4,1531,1530,1849,1855,"F9",108,"N950FR",138,145,116,-6,1,"SFO","DEN",967,5,17,0,"",0,0,0,0,0,0
2007,10,2,2,1115,1115,1721,1725,"WN",2733,"N717SA",246,250,210,-4,0,"SFO","MDW",1855,8,28,0,"",0,0,0,0,0,0
2007,6,19,2,851,858,1043,1054,"UA",510,"N549UA",112,116,90,-11,-7,"SFO","SEA",679,5,17,0,"",0,0,0,0,0,0
2006,5,19,5,742,731,833,822,"OO",6176,"N215SW",51,51,38,11,11,"SFO","FAT",158,3,10,0,"",0,0,0,0,0,0
2005,3,15,2,1207,1210,1320,1324,"OO",6191,"N288SW",73,74,58,-4,-3,"SFO","SBA",262,3,12,0,"",0,0,0,0,0,0
2006,5,1,1,1525,1531,1632,1633,"UA",418,"N340UA",67,62,51,-1,-6,"SFO","BUR",326,2,14,0,"",0,0,0,0,0,0
2008,12,29,1,1644,1630,1954,2005,"UA",55,"N551UA",310,335,292,-11,14,"SFO","KOA",2367,3,15,0,"",0,NA,NA,NA,NA,NA
2007,9,7,5,741,735,842,832,"OO",5584,"N564SW",61,57,43,10,6,"SFO","FAT",158,4,14,0,"",0,0,0,0,0,0
2005,8,22,1,1414,1413,1946,1947,"AA",614,"N573AA",212,214,173,-1,1,"SFO","DFW",1464,24,15,0,"",0,0,0,0,0,0
2008,4,24,4,1151,1135,1929,1925,"DL",1894,"N6710E",278,290,237,4,16,"SFO","ATL",2139,26,15,0,"",0,NA,NA,NA,NA,NA
2008,2,27,3,1545,1545,1902,1910,"UA",466,"N535UA",137,145,112,-8,0,"SFO","DEN",967,8,17,0,"",0,NA,NA,NA,NA,NA
2006,5,13,6,1215,1042,1347,1222,"UA",344,"N912UA",92,100,74,85,93,"SFO","PDX",550,2,16,0,"",0,0,0,0,0,85
2005,7,28,4,1041,1045,1251,1302,"UA",49,"N675UA",310,317,293,-11,-4,"SFO","OGG",2338,4,13,0,"",0,0,0,0,0,0
2006,9,22,5,1931,1850,2106,2010,"AA",1943,"N473AA",95,80,59,56,41,"SFO","LAX",337,9,27,0,"",0,5,0,15,0,36
2005,8,14,7,857,900,1054,1101,"HP",227,"N316AW",117,121,102,-7,-3,"SFO","PHX",651,8,7,0,"",0,0,0,0,0,0
2007,11,4,7,2219,2220,647,636,"UA",94,"N825UA",328,316,287,11,-1,"SFO","EWR",2565,7,34,0,"",0,0,0,0,0,0
2007,11,3,6,1630,1630,1822,1756,"UA",317,"N570UA",112,86,65,26,0,"SFO","LAX",337,16,31,0,"",0,0,0,26,0,0
2006,4,16,7,836,838,958,1002,"UA",659,"N333UA",82,84,67,-4,-2,"SFO","SAN",447,3,12,0,"",0,0,0,0,0,0
2005,2,6,7,2237,2240,2318,2322,"OO",6219,"N268UE",41,42,20,-4,-3,"SFO","MOD",78,3,18,0,"",0,0,0,0,0,0
2006,1,7,6,1301,1300,1521,1538,"OO",6419,"N703SK",80,98,64,-17,1,"SFO","BOI",522,2,14,0,"",0,0,0,0,0,0
2006,7,28,5,700,700,1455,1441,"DL",473,"N143DA",295,281,259,14,0,"SFO","ATL",2139,4,32,0,"",0,0,0,0,0,0
2007,6,14,4,802,807,1051,1048,"OO",6344,"N958SW",109,101,88,3,-5,"SFO","SLC",599,4,17,0,"",0,0,0,0,0,0
2008,5,8,4,657,700,1503,1526,"US",651,"N653AW",306,326,285,-23,-3,"SFO","PHL",2521,4,17,0,"",0,NA,NA,NA,NA,NA
2006,7,16,7,1405,1410,1504,1502,"OO",5756,"N585SW",59,52,34,2,-5,"SFO","CIC",153,4,21,0,"",0,0,0,0,0,0
2008,5,24,6,1412,1354,1548,1541,"UA",562,"N824UA",96,107,76,7,18,"SFO","PDX",550,3,17,0,"",0,NA,NA,NA,NA,NA
2006,4,4,2,712,714,841,840,"MQ",3165,"N808AE",89,86,71,1,-2,"SFO","SNA",372,9,9,0,"",0,0,0,0,0,0
2007,3,1,4,1521,1521,1640,1636,"OO",6182,"N293SW",79,75,63,4,0,"SFO","ACV",250,4,12,0,"",0,0,0,0,0,0
2008,6,2,1,2257,2300,45,39,"UA",522,"N807UA",108,99,82,6,-3,"SFO","PDX",550,4,22,0,"",0,NA,NA,NA,NA,NA
2007,6,18,1,2344,2350,825,822,"UA",180,"N417UA",341,332,310,3,-6,"SFO","BOS",2704,6,25,0,"",0,0,0,0,0,0
2008,4,14,1,818,820,1605,1550,"NW",340,"N586NW",287,270,257,15,-2,"SFO","DTW",2079,9,21,0,"",0,0,0,15,0,0
2007,2,9,5,2350,2011,50,2107,"OO",6214,"N295SW",60,56,35,223,219,"SFO","FAT",158,6,19,0,"",0,223,0,0,0,0
2006,8,5,6,2001,2007,2133,2138,"UA",931,"N468UA",92,91,61,-5,-6,"SFO","LAX",337,12,19,0,"",0,0,0,0,0,0
2006,5,1,1,826,830,1002,1010,"UA",573,"N817UA",96,100,82,-8,-4,"SFO","PDX",550,2,12,0,"",0,0,0,0,0,0
2005,11,6,7,840,845,1430,1435,"CO",1444,"N37281",230,230,191,-5,-5,"SFO","IAH",1635,25,14,0,"",0,0,0,0,0,0
2005,8,5,5,1059,1100,1648,1636,"UA",656,"N333UA",229,216,188,12,-1,"SFO","AUS",1504,3,38,0,"",0,0,0,0,0,0
2007,7,12,4,1034,1043,1556,1610,"NW",356,"N337NB",202,207,189,-14,-9,"SFO","MSP",1589,4,9,0,"",0,0,0,0,0,0
2006,10,6,5,610,610,919,855,"EV",4346,"N759EV",129,105,111,24,0,"SFO","SLC",599,8,10,0,"",0,0,0,24,0,0
2006,12,31,7,1125,1130,1928,2000,"CO",449,"N37252",303,330,280,-32,-5,"SFO","EWR",2565,10,13,0,"",0,0,0,0,0,0
2008,11,7,5,1308,1310,2143,2142,"UA",824,"N531UA",335,332,316,1,-2,"SFO","BOS",2704,6,13,0,"",0,NA,NA,NA,NA,NA
2006,7,8,6,2253,2220,639,620,"UA",222,"N670UA",286,300,269,19,33,"SFO","IAD",2419,5,12,0,"",0,19,0,0,0,0
2008,7,15,2,1716,1555,1842,1720,"OO",5554,"N251YV",86,85,63,82,81,"SFO","SBA",262,6,17,0,"",0,81,0,1,0,0
2007,7,15,7,2236,2225,30,22,"UA",1262,"N511UA",114,117,82,8,11,"SFO","SEA",679,8,24,0,"",0,0,0,0,0,0
2006,5,9,2,1820,1816,1926,1918,"OO",6256,"N232SW",66,62,44,8,4,"SFO","SBP",191,3,19,0,"",0,0,0,0,0,0
2007,8,21,2,640,646,712,725,"OO",5580,"N298SW",32,39,22,-13,-6,"SFO","MRY",77,2,8,0,"",0,0,0,0,0,0
2007,8,24,5,1704,1710,1916,1939,"UA",65,"N597UA",312,329,295,-23,-6,"SFO","LIH",2447,5,12,0,"",0,0,0,0,0,0
2007,6,4,1,855,905,1001,1018,"UA",299,"N349UA",66,73,52,-17,-10,"SFO","BUR",326,1,13,0,"",0,0,0,0,0,0
2007,9,29,6,1549,1545,1707,1715,"WN",1170,"N493WN",78,90,61,-8,4,"SFO","LAS",414,8,9,0,"",0,0,0,0,0,0
2008,4,30,3,1123,1121,1941,2005,"UA",176,"N558UA",318,344,296,-24,2,"SFO","BOS",2704,6,16,0,"",0,NA,NA,NA,NA,NA
2005,8,17,3,638,631,716,710,"OO",6260,"N560SW",38,39,24,6,7,"SFO","SMF",86,4,10,0,"",0,0,0,0,0,0
2005,10,11,2,1241,1245,1343,1348,"OO",6254,"N215SW",62,63,44,-5,-4,"SFO","SBP",191,3,15,0,"",0,0,0,0,0,0
2007,4,12,4,1424,1419,1606,1544,"OO",6408,"N740SK",102,85,81,22,5,"SFO","EUG",451,3,18,0,"",0,22,0,0,0,0
2007,3,11,7,1138,1133,1304,1258,"OO",6406,"N941SW",86,85,67,6,5,"SFO","EUG",451,4,15,0,"",0,0,0,0,0,0
2007,12,6,4,2159,2118,2357,2319,"AS",203,"N564AS",118,121,92,38,41,"SFO","SEA",679,6,20,0,"",0,38,0,0,0,0
2008,9,22,1,1221,1051,1748,1611,"UA",892,"N409UA",207,200,177,97,90,"SFO","DFW",1464,11,19,0,"",0,90,0,7,0,0
2007,12,12,3,1126,1130,2005,2001,"UA",176,"N594UA",339,331,300,4,-4,"SFO","BOS",2704,7,32,0,"",0,0,0,0,0,0
2008,3,21,5,1548,1528,1651,1627,"OO",5567,"N564SW",63,59,37,24,20,"SFO","FAT",158,7,19,0,"",0,24,0,0,0,0
2008,2,16,6,1138,1141,1912,1921,"DL",902,"N721TW",274,280,243,-9,-3,"SFO","ATL",2139,11,20,0,"",0,NA,NA,NA,NA,NA
2008,5,15,4,1426,1435,1832,1805,"F9",652,"N930FR",186,150,140,27,-9,"SFO","DEN",967,8,38,0,"",0,0,0,27,0,0
2008,10,7,2,859,901,1019,1040,"UA",133,"N563UA",80,99,51,-21,-2,"SFO","LAX",337,16,13,0,"",0,NA,NA,NA,NA,NA
2005,10,17,1,627,630,1447,1445,"UA",762,"N843UA",320,315,288,2,-3,"SFO","IAD",2419,6,26,0,"",0,0,0,0,0,0
2005,7,10,7,44,2210,901,635,"DL",1598,"N687DL",317,325,303,146,154,"SFO","JFK",2586,9,5,0,"",0,146,0,0,0,0
2006,9,28,4,1354,1400,1955,1946,"CO",430,"N76269",241,226,202,9,-6,"SFO","IAH",1635,14,25,0,"",0,0,0,0,0,0
2006,3,12,7,1845,1830,2115,2115,"OO",3990,"N464SW",90,105,77,0,15,"SFO","SLC",599,6,7,0,"",0,0,0,0,0,0
2007,2,28,3,1131,1050,1750,1657,"UA",906,"N598UA",259,247,226,53,41,"SFO","ORD",1846,11,22,0,"",0,0,0,12,0,41
2008,3,4,2,1616,1600,1756,1735,"OO",5443,"N235SW",100,95,74,21,16,"SFO","MFR",329,4,22,0,"",0,21,0,0,0,0
2008,4,19,6,657,700,823,830,"WN",935,"N709SW",86,90,66,-7,-3,"SFO","LAS",414,5,15,0,"",0,NA,NA,NA,NA,NA
2007,5,5,6,606,610,1224,1220,"AA",1284,"N4YRAA",258,250,237,4,-4,"SFO","ORD",1846,4,17,0,"",0,0,0,0,0,0
2008,6,23,1,616,620,1216,1210,"AA",1646,"N593AA",240,230,215,6,-4,"SFO","STL",1736,4,21,0,"",0,NA,NA,NA,NA,NA
2007,2,20,2,1431,1308,1546,1423,"OO",6185,"N220SW",75,75,59,83,83,"SFO","ACV",250,4,12,0,"",0,83,0,0,0,0
2006,4,8,6,800,750,919,918,"AS",876,"N944AS",79,88,51,1,10,"SFO","LAX",337,8,20,0,"",0,0,0,0,0,0
2006,12,7,4,1443,1445,1555,1605,"AA",2205,"N279AA",72,80,52,-10,-2,"SFO","LAX",337,10,10,0,"",0,0,0,0,0,0
2007,1,6,6,1408,1353,1529,1517,"US",321,"N637AW",81,84,68,12,15,"SFO","LAS",414,5,8,0,"",0,0,0,0,0,0
2007,6,25,1,1933,1940,2038,2051,"UA",1187,"N304UA",65,71,51,-13,-7,"SFO","BUR",326,1,13,0,"",0,0,0,0,0,0
2006,11,24,5,1757,1805,2120,2123,"UA",848,"N843UA",143,138,121,-3,-8,"SFO","DEN",967,8,14,0,"",0,0,0,0,0,0
2005,4,25,1,1258,1241,1408,1400,"AA",1923,"N298AA",70,79,53,8,17,"SFO","LAX",337,4,13,0,"",0,0,0,0,0,0
2007,12,21,5,1305,1305,1404,1400,"OO",5756,"N221SW",59,55,37,4,0,"SFO","CIC",153,4,18,0,"",0,0,0,0,0,0
2007,6,12,2,1643,1645,1854,1901,"UA",39,"N549UA",311,316,290,-7,-2,"SFO","OGG",2338,5,16,0,"",0,0,0,0,0,0
2008,1,29,2,1111,1055,1919,1925,"UA",88,"N571UA",308,330,281,-6,16,"SFO","EWR",2565,8,19,0,"",0,NA,NA,NA,NA,NA
2007,11,13,2,2054,2100,2222,2223,"OO",6387,"N916SW",88,83,61,-1,-6,"SFO","PSP",421,5,22,0,"",0,0,0,0,0,0
2008,9,11,4,1150,1148,2013,2026,"UA",176,"N597UA",323,338,299,-13,2,"SFO","BOS",2704,8,16,0,"",0,NA,NA,NA,NA,NA
2006,9,23,6,2044,2044,2135,2138,"OO",5796,"N212SW",51,54,34,-3,0,"SFO","CIC",153,5,12,0,"",0,0,0,0,0,0
2006,7,12,3,1312,1250,2102,2051,"US",8,"N166UW",290,301,261,11,22,"SFO","CLT",2296,6,23,0,"",0,0,0,0,0,0
2008,10,19,7,1514,1520,1632,1645,"B6",1436,"N663JB",78,85,59,-13,-6,"SFO","LGB",354,6,13,0,"",0,NA,NA,NA,NA,NA
2007,1,12,5,1039,1040,1209,1206,"UA",1117,"N314UA",90,86,73,3,-1,"SFO","SAN",447,4,13,0,"",0,0,0,0,0,0
2005,3,17,4,821,830,1626,1650,"CO",349,"N33132",305,320,284,-24,-9,"SFO","EWR",2565,7,14,0,"",0,0,0,0,0,0
2007,6,28,4,1409,1339,1606,1541,"AS",377,"N791AS",117,122,92,25,30,"SFO","SEA",679,8,17,0,"",0,0,0,0,0,25
2006,2,27,1,1733,1735,1845,1904,"OO",6221,"N288SW",72,89,59,-19,-2,"SFO","MFR",329,3,10,0,"",0,0,0,0,0,0
2007,1,12,5,1914,1920,2035,2040,"F9",1928,"N932FR",81,80,55,-5,-6,"SFO","LAX",337,12,14,0,"",0,0,0,0,0,0
2007,11,5,1,1259,1300,2111,2120,"CO",549,"N73275",312,320,281,-9,-1,"SFO","EWR",2565,10,21,0,"",0,0,0,0,0,0
2005,9,8,4,1301,1235,1402,1334,"OO",6202,"N576SW",61,59,41,28,26,"SFO","RDD",199,4,16,0,"",0,0,0,28,0,0
2005,4,12,2,1356,1400,2237,2226,"UA",176,"N596UA",341,326,315,11,-4,"SFO","BOS",2704,5,21,0,"",0,0,0,0,0,0
2006,6,13,2,1411,1310,2229,2144,"DL",1671,"N3757D",318,334,292,45,61,"SFO","JFK",2586,9,17,0,"",0,1,0,0,0,44
2005,3,21,1,616,605,849,836,"OO",6381,"N716SK",93,91,66,13,11,"SFO","BOI",522,3,24,0,"",0,0,0,0,0,0
2008,8,28,4,1516,1511,1554,1557,"OO",5450,"N563SW",38,46,22,-3,5,"SFO","MRY",77,2,14,0,"",0,NA,NA,NA,NA,NA
2008,3,16,7,738,740,904,857,"OO",6337,"N928SW",86,77,60,7,-2,"SFO","MFR",329,4,22,0,"",0,NA,NA,NA,NA,NA
2006,4,16,7,1458,1445,1802,1810,"F9",108,"N934FR",124,145,105,-8,13,"SFO","DEN",967,8,11,0,"",0,0,0,0,0,0
2007,7,19,4,1758,1736,1932,1852,"OO",6362,"N978SW",94,76,58,40,22,"SFO","ONT",363,3,33,0,"",0,0,0,0,0,40
2005,2,5,6,604,610,714,726,"UA",272,"N815UA",70,76,48,-12,-6,"SFO","LAX",337,8,14,0,"",0,0,0,0,0,0
2005,2,23,3,1105,1105,1157,1200,"OO",6192,"N221SW",52,55,34,-3,0,"SFO","CIC",153,2,16,0,"",0,0,0,0,0,0
2008,3,23,7,1542,1547,1632,1644,"UA",665,"N374UA",50,57,29,-12,-5,"SFO","RNO",192,4,17,0,"",0,NA,NA,NA,NA,NA
2008,1,12,6,1309,1253,1548,1526,"OO",6380,"N958SW",99,93,73,22,16,"SFO","BOI",522,4,22,0,"",0,0,0,0,0,22
2005,9,4,7,1024,745,1840,1611,"AA",24,"N347AA",316,326,287,149,159,"SFO","JFK",2586,18,11,0,"",0,149,0,0,0,0
2007,11,7,3,1244,1245,2119,2115,"UA",8,"N518UA",335,330,306,4,-1,"SFO","JFK",2586,8,21,0,"",0,0,0,0,0,0
2005,11,26,6,1036,1045,1430,1415,"TZ",4625,"N552TZ",354,330,329,15,-9,"SFO","HNL",2398,14,11,0,"",0,0,0,15,0,0
2007,4,24,2,1015,1019,1118,1132,"OO",5648,"N961SW",63,73,48,-14,-4,"SFO","BUR",326,2,13,0,"",0,0,0,0,0,0
2008,2,28,4,2100,1825,2217,1944,"OO",5451,"N235SW",77,79,57,153,155,"SFO","ACV",250,5,15,0,"",0,153,0,0,0,0
2007,12,17,1,1317,1246,1453,1427,"OO",5553,"N566SW",96,101,78,26,31,"SFO","MFR",329,1,17,0,"",0,26,0,0,0,0
2006,4,30,7,2037,2030,2206,2158,"UA",1524,"N401UA",89,88,67,8,7,"SFO","LAS",414,4,18,0,"",0,0,0,0,0,0
2008,3,25,2,2343,2220,645,545,"DL",1478,"N176DZ",242,265,226,60,83,"SFO","ATL",2139,5,11,0,"",0,4,0,0,0,56
2005,8,13,6,905,900,1028,1026,"HP",878,"N306AW",83,86,68,2,5,"SFO","LAS",414,3,12,0,"",0,0,0,0,0,0
2005,10,7,5,602,605,725,734,"UA",303,"N835UA",83,89,65,-9,-3,"SFO","SAN",447,2,16,0,"",0,0,0,0,0,0
2008,2,16,6,2232,2239,2354,2359,"OO",6140,"N969SW",82,80,58,-5,-7,"SFO","ONT",363,5,19,0,"",0,NA,NA,NA,NA,NA
2006,6,29,4,1405,1301,2021,1915,"AA",1914,"N514AA",256,254,227,66,64,"SFO","ORD",1846,4,25,0,"",0,64,0,2,0,0
2006,7,27,4,1708,1707,1904,1903,"UA",1176,"N507UA",116,116,89,1,1,"SFO","SEA",679,6,21,0,"",0,0,0,0,0,0
2008,1,1,2,621,619,1212,1230,"UA",132,"N670UA",231,251,215,-18,2,"SFO","ORD",1846,5,11,0,"",0,NA,NA,NA,NA,NA
2005,8,25,4,1204,1139,1244,1217,"OO",6428,"N960SW",40,38,23,27,25,"SFO","MRY",77,4,13,0,"",0,0,0,0,0,27
2008,9,25,4,2108,2115,2225,2235,"OO",5490,"N295SW",77,80,62,-10,-7,"SFO","SBA",262,2,13,0,"",0,NA,NA,NA,NA,NA
2006,8,23,3,2129,2130,2300,2300,"UA",1147,"N827UA",91,90,67,0,-1,"SFO","SAN",447,5,19,0,"",0,0,0,0,0,0
2005,4,9,6,850,845,1734,1720,"UA",172,"N581UA",344,335,313,14,5,"SFO","BOS",2704,7,24,0,"",0,0,0,0,0,0
2006,1,2,1,1357,1345,2213,2216,"AA",194,"N5CAAA",316,331,297,-3,12,"SFO","BOS",2704,7,12,0,"",0,0,0,0,0,0
2008,11,12,3,1327,1330,2207,2140,"US",728,"N178US",340,310,296,27,-3,"SFO","PHL",2521,3,41,0,"",0,0,0,27,0,0
2008,6,14,6,1330,1335,1456,1507,"US",573,"N679AW",86,92,68,-11,-5,"SFO","LAS",414,5,13,0,"",0,NA,NA,NA,NA,NA
2006,3,11,6,1322,1330,1437,1458,"MQ",3169,"N837AE",75,88,63,-21,-8,"SFO","SNA",372,4,8,0,"",0,0,0,0,0,0
2008,1,3,4,855,851,1216,1221,"UA",59,"N676UA",321,330,291,-5,4,"SFO","KOA",2367,4,26,0,"",0,NA,NA,NA,NA,NA
